Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Livro de Revisões completo,2º Chave,Consumo Urbano,Consumo Extra Urbano,Condição,VIN,Preco,ID Anuncio,Data Anuncio,Link,Valor Fixo,Possibilidade de financiamento,Tipo de cor,Classe do veículo,IUC,Inspecção válida até,Origem,Não fumador,IVA Discriminado,Autonomia Máxima,Sub-modelo,Consumo Combinado,Bateria,Garantia de Fábrica até,Capacidade da bateria,ou até,Autonomia,Consumo,Site,Portugal,Data
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake AMG Line Aut.,Diesel,Fevereiro,2020,58 200 km,1 461 cm3,116 cv,Carrinha,Preto,Automática,,5,5,Tracção traseira,,18 Meses,,,,,,Usados,,33 750,8091543975,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-amg-line-aut-ID8PBidN.html,Sim,Sim,,,,2 Fevereiro 2024,Nacional,,,,Classe CLA,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Março,2018,85 250 km,1 969 cm3,190 cv,Carrinha,Cinzento,Automática,9,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,,,Usados,,31 750,8091767486,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PCemO.html,Sim,Sim,Metalizado,Classe 1,,8 Março 2024,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Volvo,V60,2.0 T8 AWD TE Momentum Plus,Híbrido Plug-In,Setembro,2019,63 000 km,1 969 cm3,392 cv,Carrinha,Cinzento,Automática,9,5,5,Integral,,18 Meses,1,Sim,Sim,,,Usados,,33 750,8091790481,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v60-2-0-t8-awd-te-momentum-plus-ID8PCklH.html,Sim,Sim,Metalizado,Classe 1,,23 Setembro 2025,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Alfa Romeo,Giulia,2.2 D Veloce Ti Q4 AT8,Diesel,Julho,2017,47 000 km,2 143 cm3,210 cv,Sedan,Cinzento,Automática,8,4,5,Integral,148 g/km,18 Meses,1,Sim,Sim,,,Usados,,31 990,8090757275,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-giulia-2-2-d-veloce-ti-q4-at8-ID8PxZz5.html,Sim,Sim,,Classe 1,,1 Julho 2025,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Cupra,Formentor,2.0 TDI,Diesel,Abril,2023,13 046 km,1 968 cm3,150 cv,SUV / TT,Preto,Manual,6,5,5,,153 g/km,18 Meses,,,,,,Usados,,37 900,8091384153,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-formentor-2-0-tdi-ID8PACE1.html,Sim,Sim,,,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Tesla,Model S,100D,Eléctrico,Junho,2017,41 000 km,,525 cv,Sedan,Cinzento,Automática,,5,5,Integral,,18 Meses,,,Sim,,,Usados,Mostrar VIN,45 000,8091618792,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-s-100d-ID8PBBGv.html,,Sim,Metalizado,Classe 1,,,Nacional,Sim,,539 km,,,,,,,539 km,,StandVirtual,Yes,2024-03-05
Profissional,Hyundai,Santa Fe,2.2 CRDi 4WD Auto Premium,Diesel,Março,2019,78 000 km,2 199 cm3,200 cv,SUV / TT,Branco,Automática,,5,5,Integral,,18 Meses,,Sim,Sim,"7,10 l/100km",,Usados,,35 000,8091396763,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-santa-fe-2-2-crdi-4wd-auto-premium-ID8PAFWp.html,,Sim,Pérola,,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,C 220,D Avantgarde,Diesel,Janeiro,2022,28 200 km,1 993 cm3,200 cv,Sedan,Cinzento,Automática,,4,5,Tracção traseira,,24 Meses,,,Sim,,,Usados,Mostrar VIN,43 400,8091893361,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PCL73.html,Sim,,,,,,Nacional,,Sim,,Classe C,"4,50 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,C 300,de AMG Line,Híbrido Plug-In,Dezembro,2019,107 090 km,1 950 cm3,306 cv,Sedan,Cinzento,Automática,9,4,5,Tracção traseira,,36 Meses,1,Sim,Sim,,,Usados,,34 990,8091937584,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-amg-line-ID8PCVCk.html,,Sim,,Classe 1,,,Nacional,Sim,,,Classe C,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,GLA 200,d Style,Diesel,Novembro,2020,43 600 km,1 950 cm3,150 cv,SUV / TT,Preto,Automática,,5,5,Tracção dianteira,,24 Meses,,,Sim,,,Usados,Mostrar VIN,42 600,8091893345,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-gla-200-d-style-ID8PCL6N.html,Sim,Sim,,,,,Nacional,,,,Classe GLA,"5,40 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,CLA 180,d Shooting Brake Progressive Aut.,Diesel,Julho,2023,18 172 km,1 950 cm3,116 cv,Carrinha,Branco,Automática,,5,5,Tracção dianteira,,24 Meses,,,Sim,,,Usados,Mostrar VIN,38 000,8091867962,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-d-shooting-brake-progressive-aut-ID8PCEwo.html,Sim,Sim,,,,,Nacional,,Sim,,Classe CLA,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,E 220,D AMG Line,Diesel,Agosto,2016,159 000 km,1 950 cm3,194 cv,Sedan,Preto,Automática,,4,5,,119 g/km,18 Meses,,Sim,Sim,,,Usados,,32 990,8091937500,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-220-d-amg-line-ID8PCVAY.html,Sim,Sim,,Classe 1,,,,Sim,,,Classe E,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,320,d Touring Pack M Shadow Auto,Diesel,Setembro,2020,171 714 km,1 995 cm3,190 cv,Carrinha,Branco,Automática,,5,5,,134 g/km,18 Meses,,Sim,Sim,,,Usados,,36 990,8090963701,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-shadow-auto-ID8PyRgx.html,Sim,Sim,,Classe 1,,,,Sim,,,Série 3,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Mercedes-Benz,GLC 300,4Matic 9G-TRONIC Exclusive,Gasolina,Dezembro,2017,72 000 km,1 991 cm3,245 cv,SUV / TT,Cinzento,Automática,9,5,,Integral,,,,,,"9,70 l/100km","6,60 l/100km",Usados,,35 000,8091843282,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-300-4matic-9g-tronic-exclusive-ID8PCy5k.html,,,Metalizado,Classe 2,,8 Agosto 2024,Importado,,,520 km,Classe GLC,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,320,d Touring Pack M Auto,Diesel,Dezembro,2019,116 000 km,1 995 cm3,190 cv,Carrinha,Cinzento,Automática,,5,5,,138 g/km,18 Meses,,Sim,Sim,,,Usados,,35 990,8091937495,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-320-d-touring-pack-m-auto-ID8PCVAT.html,Sim,Sim,Metalizado,Classe 1,,,,Sim,,,Série 3,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,530,e iPerformance Pack M,Híbrido Plug-In,Fevereiro,2018,70 000 km,1 998 cm3,252 cv,Sedan,Azul,Automática,,4,5,,,18 Meses,1,Sim,Sim,,,Usados,,34 990,8090586529,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-530-e-iperformance-pack-m-ID8Pxh97.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,,,Série 5,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Tesla,Model Y,Long Range Dual Motor AWD,Eléctrico,Novembro,2022,15 059 km,,514 cv,SUV / TT,Branco,Automática,,5,5,,,18 Meses,,,Sim,,,Usados,,43 799,8091560848,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/tesla-model-y-long-range-dual-motor-awd-ID8PBmBV.html,Sim,Sim,,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Volvo,V90,2.0 D4 Inscription Geartronic,Diesel,Novembro,2019,85 000 km,1 969 cm3,190 cv,Carrinha,Cinzento,Automática,8,5,5,,,18 Meses,,,Sim,,,Usados,Mostrar VIN,34 900,8091422236,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v90-2-0-d4-inscription-geartronic-ID8PAMyg.html,Sim,Sim,,Classe 1,,,Nacional,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Cupra,Born,58 kWh,Eléctrico,Agosto,2022,27 250 km,,204 cv,Utilitário,Cinzento,Automática,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,33 990,8090787768,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/cupra-born-58-kwh-ID8Py7uU.html,Sim,,,,,,Nacional,,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Particular,Mercedes-Benz,GLC 250,d Coupe 4Matic 9G-TRONIC,Diesel,Fevereiro,2018,170 000 km,2 143 cm3,204 cv,Coupé,Azul,Automática,9,5,,,,,,,,"6,90 l/100km",,Usados,,42 800,8088839495,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-250-d-coupe-4matic-9g-tronic-ID8PpVF9.html,,,,Classe 1,,,,,,,Classe GLC,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X3,20 d xDrive Pack M,Diesel,Janeiro,2019,57 651 km,1 995 cm3,190 cv,SUV / TT,Azul,Automática,8,5,5,Integral,,18 Meses,,Sim,Sim,7 l/100km,5 l/100km,Usados,Mostrar VIN,43 950,8091937488,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-ID8PCVAM.html,Sim,Sim,Metalizado,Classe 1,258 €,8 Janeiro 2025,Nacional,,,,Série X,6 l/100km,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Outubro,2018,91 346 km,1 995 cm3,190 cv,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,42 850,8090906077,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PyCh7.html,,Sim,,,,,Nacional,,,,Série X,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Agosto,2018,72 768 km,1 999 cm3,180 cv,SUV / TT,Azul,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,41 850,8090765641,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Py1K1.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,330,e Touring Line Sport Auto,Híbrido Plug-In,Fevereiro,2022,53 400 km,1 998 cm3,292 cv,Carrinha,Cinzento,Automática,,5,5,,,36 Meses,,Sim,Sim,,,Usados,,39 990,8090979225,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-line-sport-auto-ID8PyWiW.html,Sim,Sim,,Classe 1,,,,Sim,,,Série 3,,,1 Janeiro 0001,,,,,StandVirtual,Yes,2024-03-05
Particular,Mercedes-Benz,CLA 180,,Diesel,Novembro,2019,67 000 km,1 461 cm3,116 cv,Coupé,Cinzento,Automática,,5,,,,,,,,,,Usados,,30 500,8091937398,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PCVzk.html,,,Metalizado,,,,,,,,Classe CLA,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X5,40e xDrive,Híbrido Plug-In,Junho,2018,80 000 km,1 997 cm3,313 cv,SUV / TT,Branco,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,41 750,8091843210,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-ID8PCy4a.html,Sim,Sim,,,"221,37 €",,Nacional,Sim,Sim,,Série X,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,CLA 200,d,Diesel,Março,2020,143 100 km,1 950 cm3,150 cv,Sedan,Preto,Automática,8,5,5,Tracção dianteira,132 g/km,18 Meses,,Sim,Sim,,,Usados,Mostrar VIN,33 990,8091922361,4 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-200-d-ID8PCSEN.html,,Sim,Metalizado,Classe 1,,4 Março 2026,Importado,Sim,,,Classe CLA,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Citroën,e-C4,Shine,Eléctrico,Março,2023,4 km,,136 cv,SUV / TT,Cinzento,Automática,1,5,,Tracção dianteira,,60 Meses,,Sim,Sim,,,Novos,,36 990,8091017715,1 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-e-c4-shine-ID8Pz5jJ.html,,Sim,,,,,Nacional,Sim,Sim,,,,,,,,350 km,"16,60 kWh/100km",StandVirtual,Yes,2024-03-05
Profissional,BMW,520,d Line Luxury Auto,Diesel,Dezembro,2019,113 659 km,1 995 cm3,190 cv,Carrinha,Cinzento,Automática,8,5,5,Tracção traseira,135 g/km,18 Meses,1,Sim,Sim,,,Usados,Mostrar VIN,30 950,8091820285,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PCs6p.html,,,Metalizado,Classe 1,,25 Dezembro 2025,Nacional,Sim,,,Série 5,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,GLC 350,e Exclusive 4-Matic,Híbrido Plug-In,Janeiro,2018,119 225 km,1 991 cm3,320 cv,SUV / TT,Azul,Automática,,5,5,Integral,,18 Meses,,Sim,Sim,,,Usados,,37 990,8090595078,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-glc-350-e-exclusive-4-matic-ID8Pxjn0.html,Sim,Sim,Metalizado,,,,Nacional,Sim,,,Classe GLC,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X3,20 d xDrive Pack M Auto,Diesel,Outubro,2018,91 346 km,1 995 cm3,190 cv,SUV / TT,Preto,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,42 850,8090906077,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x3-20-d-xdrive-pack-m-auto-ID8PyCh7.html,,Sim,,,,,Nacional,,,,Série X,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Land Rover,Range Rover Evoque,2.0 TD4 HSE Dynamic Auto,Diesel,Agosto,2018,72 768 km,1 999 cm3,180 cv,SUV / TT,Azul,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,41 850,8090765641,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/land-rover-range-rover-evoque-2-0-td4-hse-dynamic-auto-ID8Py1K1.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,330,e Touring Line Sport Auto,Híbrido Plug-In,Fevereiro,2022,53 400 km,1 998 cm3,292 cv,Carrinha,Cinzento,Automática,,5,5,,,36 Meses,,Sim,Sim,,,Usados,,39 990,8090979225,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-330-e-touring-line-sport-auto-ID8PyWiW.html,Sim,Sim,,Classe 1,,,,Sim,,,Série 3,,,1 Janeiro 0001,,,,,StandVirtual,Yes,2024-03-05
Particular,Mercedes-Benz,CLA 180,,Diesel,Novembro,2019,67 000 km,1 461 cm3,116 cv,Coupé,Cinzento,Automática,,5,,,,,,,,,,Usados,,30 500,8091937398,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-cla-180-ID8PCVzk.html,,,Metalizado,,,,,,,,Classe CLA,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,X5,40e xDrive,Híbrido Plug-In,Junho,2018,80 000 km,1 997 cm3,313 cv,SUV / TT,Branco,Automática,,5,5,,,18 Meses,,Sim,Sim,,,Usados,,41 750,8091843210,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-x5-40e-xdrive-ID8PCy4a.html,Sim,Sim,,,"221,37 €",,Nacional,Sim,Sim,,Série X,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,C 300,de Avantgarde,Híbrido (Diesel),Dezembro,2020,68 966 km,1 993 cm3,313 cv,Carrinha,Preto,Automática,,5,5,Tracção dianteira,,18 Meses,1,Sim,Sim,,,Usados,,34 900,8091752363,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-300-de-avantgarde-ID8PCaqT.html,Sim,Sim,Metalizado,Classe 1,,1 Dezembro 2024,Importado,Sim,Sim,,Classe C,3 l/100km,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,520,,Diesel,Novembro,2021,79 000 km,1 995 cm3,190 cv,Carrinha,Preto,Automática,,5,5,,,36 Meses,,,,,,Usados,Mostrar VIN,44 900,8091937281,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-ID8PCVxr.html,Sim,Sim,,,,,,,,,Série 5,"5,10 l/100km",,5 Março 2027,,,,,StandVirtual,Yes,2024-03-05
Particular,BMW,740,d Pack M,Diesel,Agosto,2014,180 000 km,2 993 cm3,313 cv,Sedan,Preto,Automática,8,4,5,Tracção traseira,,,2,Sim,Sim,"6,90 l/100km",,Usados,,34 900,8091442503,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-740-d-pack-m-ID8PARP9.html,,,Metalizado,Classe 1,,,Nacional,Sim,,,Série 7,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,C 250,D Avantgarde Aut.,Diesel,Janeiro,2017,50 000 km,2 143 cm3,204 cv,Sedan,Azul,Automática,,4,5,,,18 Meses,,Sim,Sim,,,Usados,Mostrar VIN,31 900,8090977684,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-250-d-avantgarde-aut-ID8PyUU4.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,,,,Classe C,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Fiat,500e,La Prima,Eléctrico,Abril,2023,8 km,,118 cv,Citadino,Branco,Automática,1,3,4,Tracção dianteira,,36 Meses,,Sim,Sim,,,Usados,Mostrar VIN,31 750,8091579855,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500e-la-prima-ID8PBryw.html,,Sim,,,,,Nacional,Sim,Sim,,,,Própria,,,,312 km,"14,40 kWh/100km",StandVirtual,Yes,2024-03-05
Profissional,Jaguar,F-Pace,2.0 i4D Prestige Aut.,Diesel,Março,2018,124 288 km,1 999 cm3,180 cv,SUV / TT,Preto,Automática,8,5,5,Tracção traseira,163 g/km,18 Meses,1,Sim,Sim,,,Usados,,32 900,8091421843,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/jaguar-f-pace-2-0-i4d-prestige-aut-ID8PAMrW.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Toyota,RAV4,2.5 HDF Comfort,Híbrido (Gasolina),Dezembro,2019,113 355 km,2 487 cm3,218 cv,SUV / TT,Cinzento,Automática,1,5,5,Tracção dianteira,129 g/km,18 Meses,1,Sim,Sim,"4,70 l/100km","4,70 l/100km",Usados,,32 950,8091672910,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/toyota-rav4-2-5-hdf-comfort-ID8PBPLo.html,Sim,Sim,Metalizado,Classe 1,,,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Audi,A6 Avant,2.0 TDi Sport S tronic,Diesel,Junho,2018,110 000 km,1 968 cm3,190 cv,Carrinha,Azul,Automática,8,5,5,,,36 Meses,1,Sim,Sim,"4,90 l/100km",,Usados,,30 900,8091892846,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-a6-avant-2-0-tdi-sport-s-tronic-ID8PCKYK.html,,Sim,Metalizado,Classe 1,240 €,,Nacional,Sim,Sim,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,e-2008,50 kWh GT,Eléctrico,Julho,2023,7 390 km,,136 cv,SUV / TT,Outra,Automática,,5,,,,36 Meses,,,,,,Usados,,39 490,8091680732,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-e-2008-50-kwh-gt-ID8PBRNy.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Hyundai,Tucson,1.6 CRDi Vanguard DCT,Diesel,Junho,2023,6 983 km,1 598 cm3,136 cv,SUV / TT,Cinzento,Automática,,5,5,,,60 Meses,,,,,,Usados,Mostrar VIN,40 750,8091704531,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-tucson-1-6-crdi-vanguard-dct-ID8PBXZp.html,Sim,Sim,,,,,Nacional,,,,,"5,30 l/100km",,5 Março 2029,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,A 200,AMG Line Aut.,Gasolina,Dezembro,2023,12 500 km,1 332 cm3,163 cv,Utilitário,Preto,Automática,,5,5,,,24 Meses,,,,,,Usados,Mostrar VIN,42 000,8091704307,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-200-amg-line-aut-ID8PBXWN.html,Sim,Sim,,,,,Nacional,,,,Classe A,"5,90 l/100km",,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Maio,2021,131 000 km,1 499 cm3,130 cv,SUV / TT,Preto,Automática,8,5,7,Tracção dianteira,140 g/km,18 Meses,1,Sim,Sim,"4,50 l/100km","3,80 l/100km",Usados,,32 900,8091249879,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PA3Ij.html,Sim,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Audi,Q5,2.0 TDI quattro Design S-tronic,Diesel,Julho,2018,114 000 km,1 968 cm3,190 cv,SUV / TT,Cinzento,Automática,7,5,5,Integral,,18 Meses,,Sim,Sim,"5,40 l/100km","4,80 l/100km",Usados,,39 900,8091384770,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/audi-q5-2-0-tdi-quattro-design-s-tronic-ID8PACNY.html,Sim,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Kia,ProCeed,1.6 CRDi GT Line 7DCT,Diesel,Dezembro,2021,32 409 km,1 598 cm3,136 cv,Carrinha,Cinzento,Automática,7,5,,Tracção dianteira,139 g/km,18 Meses,,,,"4,60 l/100km","4,10 l/100km",Usados,,30 900,8091192654,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-proceed-1-6-crdi-gt-line-7dct-ID8PzOPk.html,,,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Peugeot,5008,1.5 BlueHDi Allure EAT8,Diesel,Janeiro,2023,6 624 km,1 499 cm3,130 cv,SUV / TT,Cinzento,Automática,8,5,,Tracção dianteira,140 g/km,18 Meses,,,,"4,50 l/100km","3,80 l/100km",Usados,,40 900,8091192802,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-5008-1-5-bluehdi-allure-eat8-ID8PzORI.html,,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,C 220,d Avantgarde,Diesel,Maio,2020,150 000 km,1 950 cm3,194 cv,Carrinha,Preto,Automática,9,5,,Tracção traseira,148 g/km,18 Meses,,,,,,Usados,,31 000,8091601292,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-c-220-d-avantgarde-ID8PBx8g.html,,Sim,,,,,,,,,Classe C,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Mercedes-Benz,E 350,BlueTEC Auto,Diesel,Novembro,2015,67 000 km,2 987 cm3,258 cv,Cabrio,Azul,Automática,9,2,4,Tracção traseira,139 g/km,18 Meses,1,Sim,Sim,"6,20 l/100km","4,70 l/100km",Usados,,37 900,8090667186,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-e-350-bluetec-auto-ID8PxC82.html,Sim,Sim,Metalizado,,,,Nacional,Sim,,,Classe E,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Grandland,,Híbrido (Gasolina),Março,2023,9 000 km,1 598 cm3,300 cv,SUV / TT,Outra,Automática,,5,,,,36 Meses,,,,,,Usados,,43 500,8091691316,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-ID8PBUyg.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Corsa-e,GS Line,Eléctrico,Setembro,2023,10 km,,136 cv,Citadino,Outra,Automática,,5,,,,36 Meses,,,,,,Usados,,31 990,8091684786,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-e-gs-line-ID8PBSQV.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,Opel,Grandland,,Híbrido (Gasolina),Dezembro,2022,2 500 km,1 598 cm3,225 cv,SUV / TT,Preto,Automática,,5,,,,36 Meses,,,,,,Usados,,38 990,8091692094,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-grandland-ID8PBUKO.html,Sim,Sim,,,,,Nacional,,,,,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,BMW,520,d Line Luxury Auto,Diesel,Agosto,2019,63 500 km,1 995 cm3,190 cv,Carrinha,Azul,Automática,,5,5,Tracção traseira,,18 Meses,1,,,,,Usados,,35 500,8090888220,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-520-d-line-luxury-auto-ID8PyxD6.html,Sim,Sim,,,,8 Agosto 2025,Nacional,,,,Série 5,,,,,,,,StandVirtual,Yes,2024-03-05
Profissional,VW,Golf,GTI TCR 2.0 TSI OPF DSG,Gasolina,Novembro,2020,89 397 km,1 984 cm3,290 cv,Utilitário,Cinzento,Automática,,5,5,,,36 Meses,1,Sim,,,,Usados,,35 700,8090689036,5 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-golf-gti-tcr-2-0-tsi-opf-dsg-ID8PxHOs.html,Sim,Sim,Metalizado,Classe 1,,,Importado,Sim,,,,,,,,,,,StandVirtual,Yes,2024-03-05
